,tags
11556,"{'addr:province': 'BC', 'addr:housenumber': '1428', 'addr:street': 'West Broadway', 'addr:city': 'Vancouver'}"
11557,"{'addr:province': 'BC', 'addr:housenumber': '1668', 'addr:street': 'West Broadway', 'addr:unit': '102', 'addr:city': 'Vancouver'}"
11558,"{'addr:province': 'BC', 'cuisine': 'italian', 'addr:housenumber': '1602', 'addr:street': 'Yew Street', 'addr:city': 'Vancouver'}"
11560,"{'addr:province': 'BC', 'addr:housenumber': '1815', 'phone': '+1 604 559 2288', 'smoking': 'no', 'opening_hours': 'Su-Fr 11:00-21:30; Sa 11:30-21:30', 'cuisine': 'sushi;japanese', 'addr:street': 'Rosser Avenue', 'addr:postcode': 'V5C 6R4', 'addr:city': 'Burnaby'}"
11562,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}"
11563,"{'brand:wikidata': 'Q1141226', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Dairy Queen', 'internet_access:fee': 'no', 'cuisine': 'ice_cream;burger', 'takeaway': 'yes', 'brand': 'Dairy Queen'}"
11564,"{'addr:housenumber': '13351', 'website': 'http://bigbangsushi.ca/', 'phone': '+1-604-214-8583', 'opening_hours': 'Mo-Fr 10:00-18:00, Sa 11:00-15:00', 'cuisine': 'sushi', 'addr:street': 'Commerce Parkway', 'addr:postcode': 'V6V 2X7', 'takeaway': 'yes', 'addr:unit': '1118'}"
11565,{'note': 'Previously a Bread Garden.'}
11566,{'cuisine': 'sandwich'}
11567,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'website': 'https://www.starbucks.ca/', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:city': 'Langley', 'phone': '+1-604-514-2315', 'opening_hours': 'Mo-Fr 06:00-22:00; Sa 07:00-22:00; Su 07:00-21:00', 'outdoor_seating': 'yes', 'brand': 'Starbucks'}"
11568,"{'brand:wikidata': 'Q1936229', 'website': 'http://www.quiznos.ca', 'brand:wikipedia': 'en:Quiznos', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Quiznos', 'addr:unit': '255'}"
11569,"{'cuisine': 'international', 'addr:housenumber': '6070', 'addr:street': '200 Street'}"
11570,"{'cuisine': 'burger', 'addr:unit': 'C010'}"
11571,"{'brand:wikidata': 'Q3472954', 'addr:housenumber': '20190', 'website': 'https://www.nandos.ca/eat/restaurants/langley', 'brand:wikipedia': ""en:Nando's"", 'cuisine': 'chicken;portuguese', 'addr:street': 'Langley Bypass', 'brand': ""Nando's"", 'addr:unit': 'G030'}"
11572,"{'cuisine': 'chinese', 'addr:unit': 'C020'}"
11573,"{'brand:wikidata': 'Q3045312', 'website': 'https://www.olivegarden.com/locations/bc/langley/langley-rio-can-centre/4346', 'microbrewery': 'no', 'brand:wikipedia': 'en:Olive Garden', 'cuisine': 'italian', 'addr:postcode': 'V3A 9J7', 'addr:housenumber': '20080', 'phone': '+1-604-514-3499', 'opening_hours': 'Su-Th 11:00-22:00; Fr-Sa 11:00-23:00', 'outdoor_seating': 'no', 'addr:street': 'Langley Bypass', 'brand': 'Olive Garden'}"
11574,"{'brand:wikidata': 'Q17022490', 'official_name': ""Montana's BBQ & Bar"", 'addr:housenumber': '20100', 'brand:wikipedia': ""en:Montana's BBQ & Bar"", 'cuisine': 'barbecue', 'addr:street': 'Langley Bypass', 'addr:postcode': 'V3A 9J7', 'brand': ""Montana's"", 'addr:unit': 'D010'}"
11575,{'atm': 'yes'}
11576,"{'brand:wikidata': 'Q1820137', 'addr:housenumber': '1780', 'website': 'https://www1.shoppersdrugmart.ca/en/Home', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'dispensing': 'yes', 'addr:street': 'West Broadway', 'brand': 'Shoppers Drug Mart', 'healthcare': 'pharmacy', 'addr:city': 'Vancouver'}"
11577,"{'note': 'A safe, happy and learning environment for your child', 'addr:housenumber': '12287', 'phone': '+1-604-467-0888', 'addr:street': 'Fulton Street', 'addr:postcode': 'V2X 6L4', 'addr:city': 'Maple Ridge'}"
11578,"{'brand:wikidata': 'Q1208279', 'brand': 'Petro-Canada', 'brand:wikipedia': 'en:Petro-Canada', 'operator': 'Petro-Canada'}"
11579,{}
11580,"{'brand:wikidata': 'Q38076', 'website': 'http://www.mcdonalds.ca/', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'takeaway': 'yes', 'brand': ""McDonald's""}"
11581,"{'emergency': 'no', 'healthcare': 'hospital'}"
11582,{'atm': 'yes'}
11583,"{'brand:wikidata': 'Q1141226', 'cuisine': 'ice_cream;burger', 'takeaway': 'yes', 'brand': 'Dairy Queen', 'brand:wikipedia': 'en:Dairy Queen'}"
11584,"{'brand:wikidata': 'Q1393809', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Little Caesars', 'brand:wikipedia': 'en:Little Caesars'}"
11585,{'cuisine': 'american'}
11586,{'emergency': 'no'}
11587,{'cuisine': 'burger'}
11588,"{'brand:wikidata': 'Q175106', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'brand:wikipedia': 'en:Tim Hortons'}"
11589,"{'addr:housenumber': '1386', 'addr:street': 'Main Street', 'addr:unit': '7', 'addr:city': 'North Vancouver'}"
11595,"{'description': 'Daily trips to Downtown Victoria', 'website': 'www.V2Vvacations.com', 'public_transport': 'station', 'operator': 'V2V Vacations', 'ferry': 'yes'}"
11596,"{'cuisine': 'pizza', 'addr:housenumber': '2082', 'addr:street': 'Commercial Drive', 'entrance': 'yes', 'addr:city': 'Vancouver'}"
11597,"{'addr:housenumber': '2080', 'addr:street': 'Commercial Drive', 'entrance': 'yes'}"
11598,"{'addr:housenumber': '2085', 'website': 'https://eastvandental.com/', 'phone': '+1-604-251-4000', 'addr:street': 'Commercial Drive', 'entrance': 'yes', 'healthcare': 'dentist'}"
11600,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}"
11611,{}
11612,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}"
11613,"{'brand:wikidata': 'Q3355059', 'cuisine': 'juice', 'takeaway': 'yes', 'brand': 'Orange Julius', 'brand:wikipedia': 'en:Orange Julius'}"
11616,{}
11618,"{'addr:housenumber': '8580', 'addr:street': '16th Avenue', 'addr:postcode': 'V3N 1S6', 'addr:city': 'Burnaby'}"
11619,"{'addr:housenumber': '1475', 'addr:street': 'Prairie Avenue', 'addr:unit': 'B109', 'operator': 'japanese', 'addr:city': 'Port Coquitlam'}"
11620,"{'opening_hours': 'Mo-We 11:00-00:00', 'addr:housenumber': '3261', 'addr:street': 'Coast Meridian Road', 'smoking': 'outside', 'addr:city': 'Port Coquitlam'}"
11621,{'cuisine': 'chinese'}
11622,{}
11623,"{'addr:housenumber': '2099', 'addr:street': 'Lougheed Highway', 'addr:city': 'Port Coquitlam'}"
11624,"{'addr:housenumber': '2850', 'addr:street': 'Shaughnessy Street'}"
11625,"{'addr:province': 'BC', 'addr:housenumber': '20395', 'addr:street': 'Lougheed Highway', 'addr:unit': '690', 'addr:city': 'Maple Ridge'}"
11626,{}
11627,"{'brand:wikidata': 'Q37158', 'cuisine': 'coffee_shop', 'indoor': 'yes', 'brand': 'Starbucks', 'brand:wikipedia': 'en:Starbucks'}"
11630,"{'addr:province': 'BC', 'wheelchair': 'limited', 'addr:housenumber': '1542', 'phone': '+1-604-423-3151', 'cuisine': 'sushi', 'addr:street': 'West 2nd Avenue', 'takeaway': 'yes', 'addr:city': 'Vancouver'}"
11631,"{'addr:province': 'BC', 'addr:housenumber': '1540', 'addr:street': 'West 2nd Avenue', 'addr:unit': '205', 'addr:city': 'Vancouver'}"
11633,"{'brand:wikidata': 'Q37158', 'website': 'https://www.starbucks.com/store/780', 'ref': '780', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'opening_hours': 'Su,PH 06:30-21:00; Mo-Fr 05:30-21:00; Sa 06:00-21:00', 'description': 'Bakerview Home Centre', 'cuisine': 'coffee_shop', 'brand': 'Starbucks', 'addr:unit': '100'}"
11634,"{'cuisine': 'coffee_shop', 'wifi': 'free'}"
11635,"{'wheelchair': 'yes', 'delivery': 'no', 'cuisine': 'sushi', 'takeaway': 'yes', 'capacity': 'About 14'}"
11637,{'alt_name': 'Dairy Queen'}
11638,"{'opening_hours': 'Su-We 11:00-22:00; Th 11:00-22:30; Fr-Sa 11:00-24:00', 'addr:housenumber': '1075', 'addr:street': 'Lougheed Highway', 'phone': '+1-604-524-1422'}"
11640,"{'addr:housenumber': '4075', 'addr:street': 'North Road', 'drive_in': 'yes'}"
11645,"{'website': 'https://m.saveonfoods.com/store/abbotsford', 'ref': '904', 'phone': '+1-604-504-3041', 'opening_hours': 'Mo-Fr 08:00-21:00; Sa 08:00-18:00; Su 09:00-17:00', 'source': 'http://www.bcpharmacists.org/list-community-pharmacies', 'operator': 'Suzana Poirier'}"
11647,"{'website': 'https://www.jugojuice.com/en/locations/abbotsford', 'drink:juice': 'yes', 'shop': 'beverages', 'phone': '+1-604-859-5883', 'level': '0', 'opening_hours': 'Mo-Sa 07:00-21:00; Su 08:00-20:00', 'addr:unit': '101'}"
11648,"{'website': 'http://www.sashasushi.com', 'old_name': 'Sumas Sushi Café', 'phone': '+1-604-852-7874', 'level': '0', 'opening_hours': '11:00-21:30', 'cuisine': 'sushi', 'addr:unit': '108'}"
11649,"{'website': 'http://www.jrgvancouver.ca/sl-kitchen-bar-abbotsford', 'old_name': 'Milestones', 'phone': '+1-604-744-3446', 'level': '1', 'opening_hours': '11:00-00:00', 'cuisine': 'regional', 'addr:unit': '200'}"
11651,"{'cuisine': 'pizza', 'website': 'https://littlecaesars.ca/MobileLocations/tabid/90/location/Abbotsford/Default.aspx?id=NDc4MzAwMDI%3d', 'phone': '+1-604-504-4600', 'level': '0', 'addr:unit': '110'}"
11652,"{'website': 'https://willowdentalcareabbotsford.com/', 'phone': '+1-604-859-8284', 'healthcare:speciality': 'general', 'opening_hours': 'Mo,Tu,Th,Fr,Sa 09:00-17:00; We 11:00-20:00', 'addr:unit': '301', 'healthcare': 'dentist'}"
11653,"{'phone': '+1-604-504-7145', 'healthcare:speciality': 'general', 'opening_hours': 'Mo-Fr 09:00-20:00; Sa-Su,PH 09:00-17:00', 'description': 'Extended Hours', 'addr:unit': '302', 'healthcare': 'doctor'}"
11656,"{'addr:housenumber': '1209', 'drive_through': 'no', 'smoking': 'no', 'cuisine': 'coffee_shop', 'addr:street': 'Bidwell Street', 'takeaway': 'yes', 'addr:city': 'Vancouver'}"
11741,"{'bus': 'yes', 'public_transport': 'station', 'network': 'Translink'}"
11742,"{'addr:housenumber': '398', 'addr:street': 'Richards Street'}"
11743,"{'opening_hours': 'We-Su 11:00-19:00', 'description': 'vegan café', 'addr:housenumber': '436', 'addr:street': 'Richards Street', 'diet:vegan': 'only'}"
11744,{'addr:street': 'Richards Street'}
11746,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'addr:street': 'Richards Street', 'takeaway': 'yes', 'brand': 'Subway'}"
11747,"{'addr:housenumber': '356', 'addr:street': 'West Cordova Street'}"
11748,"{'addr:housenumber': '401', 'addr:street': 'West Cordova Street'}"
11749,"{'addr:housenumber': '489', 'addr:street': 'Richards Street'}"
11756,"{'addr:housenumber': '1284', 'addr:street': 'Granville Street', 'healthcare': 'pharmacy'}"
11757,"{'addr:housenumber': '1265', 'website': 'http://www.alphasushibar.com', 'phone': '+1-604-633-0355', 'opening_hours': 'Mo-Th 17:00-23:00; Su 16:00-23:00; Fr-Sa 17:00-00:00', 'cuisine': 'japanese;sushi', 'addr:street': 'Granville Street', 'addr:postcode': 'V6Z 1M5', 'addr:city': 'Vancouver'}"
11758,"{'addr:housenumber': '1224', 'addr:street': 'Granville Street'}"
11759,"{'addr:housenumber': '1219', 'addr:street': 'Granville Street', 'addr:city': 'Vancouver'}"
11760,"{'addr:housenumber': '2425', 'addr:street': 'Cambie Street', 'addr:city': 'Vancouver'}"
11762,"{'brand:wikidata': 'Q3258955', 'website': 'https://www.londondrugs.com/', 'phone': '+1-604-820-5115', 'brand:wikipedia': 'en:London Drugs', 'opening_hours': 'PH 09:00-21:00; Mo-Sa 09:00-22:00; Su 10:00-20:00', 'brand': 'London Drugs', 'addr:unit': '200', 'healthcare': 'pharmacy'}"
11763,"{'internet_access': 'wlan', 'phone': '+1-604-820-2477', 'internet_access:fee': 'no', 'opening_hours': 'Tu-Fr 09:00-17:00; Sa 09:00-14:00', 'addr:unit': '310', 'healthcare': 'dentist'}"
11764,"{'brand:wikidata': 'Q4943796', 'website': 'https://m.boosterjuice.com/Search.aspx?country=Canada&province=British+Columbia&city=Mission', 'phone': '+1-604-814-2667', 'brand:wikipedia': 'en:Booster Juice', 'opening_hours': 'PH,Su 10:00-19:00; Mo-Fr 08:00-20:00; Sa 09:00-19:00', 'cuisine': 'juice', 'takeaway': 'yes', 'brand': 'Booster Juice', 'addr:unit': '314', 'url': 'http://boosterjuice.com'}"
11765,"{'opening_hours': '11:30-21:00', 'cuisine': 'sushi', 'phone': '+1-604-814-0908', 'addr:unit': '320'}"
11766,"{'website': 'https://www.littlesaigon.ca/', 'phone': '+1-604-820-8746', 'opening_hours': '11:00-21:00', 'description': 'Vietnamese Noodle House', 'cuisine': 'vietnamese', 'addr:unit': '322'}"
11767,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'website': 'http://starbucks.com/store/1281', 'ref': '1281', 'phone': '+1-604-820-0025', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Fr 05:00-23:00; Sa-Su 05:30-23:00', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:unit': '370'}"
11768,"{'brand:wikidata': 'Q1080670', 'website': 'https://www.tdcanadatrust.com/', 'phone': '+1-604-820-5600', 'brand:wikipedia': 'en:TD Canada Trust', 'drive_through': 'yes', 'opening_hours': 'Mo-We 08:00-18:00; Th-Fr 08:00-20:00; Sa 08:00-16:00; Su 11:00-16:00', 'atm': 'yes', 'brand': 'TD Canada Trust', 'addr:unit': '140'}"
11769,"{'brand:wikidata': 'Q806693', 'official_name': 'Bank of Montreal', 'atm': 'yes', 'brand': 'BMO', 'brand:wikipedia': 'en:Bank of Montreal'}"
11770,"{'brand:wikidata': 'Q1393809', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Little Caesars', 'brand:wikipedia': 'en:Little Caesars'}"
11771,"{'brand:wikidata': 'Q1820137', 'brand': 'Shoppers Drug Mart', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'healthcare': 'pharmacy'}"
11772,"{'cuisine': 'burger', 'drive_through': 'yes'}"
11773,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}"
11774,"{'opening_hours': 'Mo-Sa 11:30-18:00+; Su 11:30-22:00', 'addr:housenumber': '755', 'addr:street': 'Richards Street'}"
11792,"{'opening_hours': 'Mo-Sa 11:30-23:30; Su 11:30-22:30', 'cuisine': 'turkish'}"
11798,"{'addr:housenumber': '101', 'website': 'http://www.deaconscorner.ca/', 'opening_hours': 'Mo-Fr 08:00-21:00; Sa 09:00-21:00; Su 09:00-17:00', 'cuisine': 'sandwich;burger;breakfast', 'outdoor_seating': 'no', 'addr:street': 'Main Street', 'addr:postcode': 'V6A 2S5'}"
11800,"{'brand:wikidata': 'Q55629932', 'name:vi': 'Phở Hòa', 'alt_name': 'Phở Hoà', 'alt_name:en': 'Pho Hoa', 'brand:wikipedia': 'en:Phở Hòa', 'cuisine': 'vietnamese;noodle', 'alt_name:vi': 'Phở Hoà', 'brand': 'Phở Hòa'}"
11831,"{'brand:wikidata': 'Q1032001', 'addr:housenumber': '1450', 'brand:wikipedia': 'en:Canada Post', 'addr:street': 'Hartley Avenue', 'addr:postcode': 'V3J 1S0', 'brand': 'Canada Post', 'operator': 'Canada Post'}"
11832,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V3C 3G0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11833,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V3B 6S0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11834,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V3J 0A0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11835,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V3H 4H0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11836,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V3B 0G0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11837,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V3H 2E0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11838,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V3B 5R0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11839,"{'brand:wikidata': 'Q1032001', 'addr:housenumber': '1628', 'brand:wikipedia': 'en:Canada Post', 'addr:street': 'Industrial Avenue', 'addr:postcode': 'V3C 2A0', 'brand': 'Canada Post', 'operator': 'Canada Post'}"
11840,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V3Z 1A0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11841,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V3Z 0J0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11842,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V4C 6R0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11843,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V3V 4E0', 'brand': 'Canada Post', 'operator': 'Canada Post'}"
11844,"{'addr:housenumber': '2448', 'website': 'https://pharmasave.com/store/pharmasave-grandview-corners/', 'addr:street': '160 Street', 'fax': '+1 604 531-2691', 'phone': '+1 604 531-2690'}"
11845,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V3W 2A0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11846,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V4E 2B0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11847,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V3X 0B0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11848,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V3W 1P0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11849,"{'addr:housenumber': '376', 'website': 'https://pharmasave.com/store/pharmasave-gateway-crossing/', 'addr:street': '175A Street', 'fax': '+1 604 542-3661', 'phone': '+1 604 542-4646'}"
11850,"{'addr:housenumber': '14199', 'website': 'https://pharmasave.com/store/pharmasave-newton/', 'phone': '+1 604 568-4750', 'addr:street': '62 Avenue', 'fax': '+1 604 503-5181', 'addr:unit': '107'}"
11851,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V3S 7Y0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11852,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V3R 1N0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11853,"{'addr:housenumber': '17790', 'website': 'https://stores.shoppersdrugmart.ca/en/store/265/', 'addr:street': '56 Avenue', 'phone': '+1 604 574-7436', 'source:position': 'https://openstreetcam.org/details/466525/4821/track-info'}"
11854,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V3S 4C0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11855,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V4N 2W0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11856,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V4N 1P0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11857,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V1M 0A0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11858,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V2Y 1A0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11859,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V2Y 0L0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11860,"{'addr:housenumber': '20678', 'addr:street': 'Willoughby Town Centre Drive', 'addr:unit': 'A100'}"
11861,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V2Y 2V0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11862,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V4W 2Z0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
11863,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V2Y 1P0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}"
